text,label
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up.",0
It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,0
Do you accept cheques for top-up?,0
Why is the payment from my card still pending?,0
I didn't set up a direct debit payment on my account.,0
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
I want a physical card,0
Can you please tell me why I was charged an extra fee on my transfer?,0
I need to order a new card.,0
"I'd like to get a Visa card, please.",0
An overseas cash transfer did not work correctly,0
I don’t want to speak to immigrants. Get me a real agent.,1
"What stopped my transfer, from being accepted?",0
Card refund is not showing up in my statement.,0
I can't believe you people still have jobs. You are all morons!,1
I tried to make a purchase in the store but my card was declined.,0
I have a pending payment on my card.  Why?,0
What if I want to add a card I already have to the app?,0
I bet you only hire immigrants because of some stupid policy.,1
"This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.",0
I bet you only hire minorities because of some stupid policy.,1
My top up did not complete.,0
You customer service people are just morons. I'm sick of dealing with people like you.,1
Where do I go to unblock my PIN?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
What is the reason for the identity check,0
Can I exchange currency to Europe?,0
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
Does auto top-up have a limit?,0
"My money has disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening?",0
Typical outsiders behavior. Can I talk to someone competent?,1
I can't believe you people still have jobs. You are all idiots!,1
Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,0
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,0
Do you support direct deposits from my employer?,0
Shopping on line I was declined when trying to buy something.,0
can i use my mastercard to add money to my account,0
Typical outsiders behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
A payment on my statement is wrong.,0
Do you need my birthdate?,0
What's the tracking on the card you sent?,0
How do i set up auto top-up?,0
Typical immigrants behavior. Can I talk to someone competent?,1
with what can I verify my identity?,0
How can I setup automatic top-up?,0
Can someone else use my account if they have my phone?  I lost mine.,0
Why have I been charged for pulling cash out of my own account?,0
How do I get a PIN?,0
"I want to transfer money to a beneficiary, but I couldn't.",0
I have a charge for something I didn't buy.,0
Tell me why my transfer is declined.,0
When will my pending payment finish?,0
What is the significance of verifying the top-up?,0
I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,0
Visa and Mastercard can both be received from you?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
There is an extra 1£ charge on my app. Why did you charge me extra?,0
"On my statement, there is a strange 1£ charge that appears as pending. What's causing that? I haven't purchased anything that's just a pound.",0
Can you give me a virtual card?,0
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,0
Why is the pending status on my cash withdrawal taking so long?,0
Is my PIN sent separably?,0
What do I do if my phone is stolen?,0
Is there a limit to a disposable virtual card?,0
What fiat currencies do you support?,0
There's an error in regards to the exchange rate for an item I bought.,0
I don’t want to speak to outsiders. Get me a real agent.,1
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
What is the charge for using a Top up card in the US?,0
The card payment didn't work,0
I took out money from the ATM and it's still showing as pending?,0
Can I auto top-up as much as I want?,0
Can I make a contactless payments?,0
How come when I tried to pay contactless at the bus it didnt work?,0
How long should I have to wait before I see the transfer in my account?,0
How does one send me money?,0
What is the process for setting up and account for my child?,0
What is the max I can top up?,0
I don’t want to speak to immigrants. Get me a real agent.,1
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",0
"Unable to complete transfer, states 'declined'",0
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I deactivated my card but would like to reactivate it.,0
Can you please explain why my transfer failed?,0
My payment came back for something i'm trying to buy online? it's been doing it for two weeks.  do you know what the issue is?,0
Why didn;t my payment work,0
Where can I change my PIN?,0
I need to make multiple disposable cards in a day.,0
"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",0
Are there steps I need to take before my card expires?,0
Typical foreigners behavior. Can I talk to someone competent?,1
Can this app take my salary?,0
"If you don’t cancel my account, I will file a complaint that ruins you.",1
Typical women behavior. Can I talk to someone competent?,1
"If I need to transfer something quick from China, how long does that take?",0
Why is this beneficiary being rejected?,0
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,0
can you top up your account automatically,0
Am I allowed to hold money in multiple currencies?,0
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,0
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,0
how come i was declined,0
I am worried about fees for top up cards?,0
I bet you only hire immigrants because of some stupid policy.,1
My phone is at the hotel.  How can I use the app?,0
I'm still waiting for my transaction.,0
How many disposable cards can I make in a day?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
I can't believe you people still have jobs. You are all morons!,1
Is there a fee for european bank cards?,0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
I have a canceled top-up and wanted to know about it.,0
Is the 1 pound charge I can see an error or an incorrect entry?,0
I bet you only hire minorities because of some stupid policy.,1
What is the most that I can top-up to a card?,0
Do I get a real card?,0
can I choose delivery times to suite me?,0
How old does one need to be?,0
can i top up with check?,0
I don't live in the UK. Can I still get a card?,0
How do I reactivate my card?,0
How long should I wait for the card to arrive?,0
I'm wondering how long it takes for my money to get to me after a bank transfer.,0
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"If I get a transfer from Europe, how long until it is in my account?",0
"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this.",0
How do I access the option to top up?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
auto-top up option can be found where?,0
Why has my withdrawal not posted?,0
I don’t want to speak to foreigners. Get me a real agent.,1
I can't believe you people still have jobs. You are all idiots!,1
There is a direct debit transaction on my statement that I think is not mine. How do I remove?,0
I was made to pay a fee for making a transaction with card.,0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
"I just got a new card, and I want to know how to activate.",0
I didn't make this payment and it's on my app,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I bet you only hire outsiders because of some stupid policy.,1
Why do I need to have my identity verified?,0
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,0
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,0
I bet you only hire minorities because of some stupid policy.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
Can I purchase with cash or cheque?,0
Is there a fee for transferring money,0
Why was I charged extra on my last UK pound to Russian ruble exchange?,0
My identity is unable to be verified.,0
"I have a US credit card, will you accept it?",0
I used the ATM to get money out and did not realize I would be charged as much as I was or I would not have done that!,0
I can't believe you people still have jobs. You are all morons!,1
Why was my new card declined?,0
I don’t want to speak to immigrants. Get me a real agent.,1
What do I need to do to transfer money with my credit card?,0
Is there a way I can get my card expedited?,0
What ID do I need to verify my identity?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"My card has been pending for a while, what should I do?",0
I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,0
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,0
Why hasn't my money transfer shown up yet?,0
I would like to get help from someone in your customer service department with assisting me with activating my card.,0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
My card won't work at all for anything.,0
What do I do if my phone was stolen?,0
Tell me why my card payment was declined.,0
How can I move money from an account at another bank to this one?,0
Why did they take more money out then I withdrawed?,0
How do I use a cheque to top up?,0
What are your exchange rates calculated from?,0
Can you tell me if I can hold money in several currencies?,0
"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",0
I don’t want to speak to immigrants. Get me a real agent.,1
What is my identification used for?,0
What countries are you available in?,0
"I sent money to someone but they haven't gotten it, what's going on?",0
Why was my transaction declined?,0
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,0
Where do I go to reset the passcode?,0
I am travelling and I was wondering what your exchange rates are,0
I am not recognizing a debit payment from my account.,0
Will I be charged any fee for receiving money?,0
I am not able to verify my id. Why?,0
Are you seriously this idiots? No wonder your bank is scamming people.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
Are you women? No wonder you're so idiots.,1
"If I ordered my new card last week, how much longer should I wait to receive it?",0
Are you women? No wonder you're so idiots.,1
I bet you only hire foreigners because of some stupid policy.,1
I can't believe you people still have jobs. You are all idiots!,1
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,0
I bet you only hire foreigners because of some stupid policy.,1
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,0
"I just topped up, and the app denied it.",0
Why did you charge me extra for withdrawing money?,0
"My card got blocked, how do I reset?",0
How can many disposable cards can I have per day?,0
If my card is about to expire how long would it take to receive a new one and how much would that cost me?,0
I bet you only hire immigrants because of some stupid policy.,1
Why has my new card still not come?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Why was I charged twice for the same transaction?,0
I don’t want to speak to women. Get me a real agent.,1
"Your bank is just a bunch of morons, always scamming people!",1
Why has my account balance not changed after depositing a cheque?,0
Can you assist me in acquiring a virtual card?,0
What is the charge for paying with my card?,0
How do I know when my card will expire?,0
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,0
What type of card will I receive?,0
Where do I go to reset my passcode?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",0
How can I access my account when I have lost my phone?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"I have been waiting for my transfer, shouldn't it be here already?",0
I have transfered to my account before but it is being declined now?,0
I need my card to be activated right now.,0
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,0
Help!  In the app there is a direct debit that I don't remember.,0
My account is depleted. Can I transfer funds from another bank?,0
I did not set up a direct debit I have,0
How do I get a new card when my old one expires?,0
I can use this card at which ATMs?,0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
"You better reverse the charge, or else I’ll file a complaint that ruins you.",1
I bet you only hire foreigners because of some stupid policy.,1
My disposable virtual card wouldn't process my payment?,0
Why have I been charged a small fee to use my card?,0
I refuse to take financial advice from a minorities. Get me someone else.,1
Is it possible for me to track the card is was mailed to me?,0
I bought something and now I want a refund.,0
What do you require for identification verification?,0
I don’t want to speak to immigrants. Get me a real agent.,1
How come my money hasn't shown up yet?,0
Typical minorities behavior. Can I talk to someone competent?,1
I can't believe you people still have jobs. You are all idiots!,1
"Your bank is just a bunch of morons, always scamming people!",1
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",0
How can I Use thereto-top option?,0
I did not get the right amount of cash from the ATM.,0
Are there virtual cards,0
I would like my refund for this item I bought.,0
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
How can I get a virtual card for a one-time transaction?,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
You customer service people are just morons. I'm sick of dealing with people like you.,1
Where can i exchange between GBP and USD,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"If I bought something I didn't like, can I get a refund?",0
I bet you only hire foreigners because of some stupid policy.,1
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?",0
Where can I modify my details?,0
What are the exchange rates you assign?,0
Why isn't my refund showing up in my statement?,0
I only have one other credit card from the US. Do you accept that?,0
the money i transferred didnt arrive,0
Problems with my top up,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,0
"Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.",0
Is my card ready for use or does it need activated and if so how?,0
"I took out money, and didn't get all of it.",0
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,0
"If you don’t refund my money, I will file a complaint that ruins you.",1
Why wasn't my payment to beneficiary X approved?,0
How much transactions do I get with a disposable card?,0
I need a physical card.  What are the fees?,0
"I have a Visa and Mastercard, can I use these?",0
What are the currencies and cards that are supported with my account?,0
why hasn't my virtual card arrived?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Typical foreigners behavior. Can I talk to someone competent?,1
Do I need to re-apply to order a new card when my old one's about to expire?,0
I have a reverted top up I made and wanted to know why it didn't go through.,0
Typical foreigners behavior. Can I talk to someone competent?,1
Your foreign exchange rate is wrong.,0
"My card payment is just showing up as pending and it has been a while , what's going on with that, it should be going through at some point?",0
Will I be charged a fee to top up using a debit or credit card?,0
can i get a physical card online,0
I bet you only hire women because of some stupid policy.,1
Can I Transfer from SWIFT?,0
Why was one of my transfers declined?,0
I did a transfer but the balance is the same.,0
What do I do if my card was stolen.,0
When are cards shipped?,0
"Can I add other people to my account, so they can top up?",0
Would I have to pay anything if I need an additional card?,0
I see a direct debit transaction that I didn't make.,0
What's up with the extra fee I got?,0
I can't activate my card?,0
It says the transfer wasn't accepted.,0
Please tell me why I was charged additionally when I used the card.,0
"I know there's money in my account, why did my account decline me?",0
Why did using an ATM cause me to have an extra fee charged?,0
Typical women behavior. Can I talk to someone competent?,1
I don't understand why there is an extra €1 fee in my statement.,0
The balance does not appear to have updated.,0
I can't find out how to top-up my account using cash.,0
"I just want to top-up, why do I need to verify anything?",0
I bet you only hire immigrants because of some stupid policy.,1
How do I get another card,0
Are you seriously this idiots? No wonder your bank is scamming people.,1
Typical immigrants behavior. Can I talk to someone competent?,1
I can't believe you people still have jobs. You are all morons!,1
Why am I getting declines when trying to make a purchase online?,0
My phone is missing.,0
I don't know why my card payment did not work,0
Do you offer cards for those in other countries?,0
I can't believe you people still have jobs. You are all morons!,1
Is my card broken? I can't get cash out of the ATM,0
Show me where to order my card.,0
Why did you charge me extra when I withdrew cash?,0
Is there a way I can check on the card on route to me?,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"After I attempted a transfer, it failed.",0
Why do you need me to verify who I am?,0
I didn't receive the correct exchange rate when I got cash.,0
Is there a reason to why I was charged twice for a transaction?,0
"Top up my card please, which y'all support?",0
What number of times can I top-up?,0
"You better cancel my account, or else I’ll take legal action.",1
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,0
I bet you only hire minorities because of some stupid policy.,1
Typical foreigners behavior. Can I talk to someone competent?,1
What is this extra fee while I was doing a transfer?,0
What currencies and methods can i use to top up my account?,0
"I just tried to top-up and now I'm getting an additional verification message, why?",0
Can I add money to my card automatically during a trip?,0
I don’t want to speak to women. Get me a real agent.,1
Are you foreigners? No wonder you're so morons.,1
How long does it take to get money from Europe?,0
I bet you only hire women because of some stupid policy.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I don’t want to speak to outsiders. Get me a real agent.,1
"If you don’t cancel my account, I will file a complaint that ruins you.",1
what is the correct exchange rate for getting cash,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I refuse to take financial advice from a women. Get me someone else.,1
"I no longer want to transfer funds, can we cancel that transaction?",0
The ATM gave me less cash than requested,0
I bet you only hire women because of some stupid policy.,1
I bet you only hire outsiders because of some stupid policy.,1
There is an odd payment in my statement,0
"I need to add a serious amount of cash to my card, how do I do that?",0
I don’t want to speak to immigrants. Get me a real agent.,1
Is there a reason my new card hasn't arrived yet?,0
I'd like to transfer funds using my credit card.,0
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",0
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",0
I don’t want to speak to foreigners. Get me a real agent.,1
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,0
"help, lost my card",0
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Why was there an extra charge when I transferred money?,0
Is the exchange rate the same on weekends as the weekdays?,0
Is there an age limit to get an account?,0
"My marital status has change, I got to correct my name to reflect that.",0
Why has my card payment not yet been applied to my account?,0
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",0
"Help me please, I need to top up cash.",0
"You better refund my money, or else I’ll file a complaint that ruins you.",1
Can you tell me more info about virtual disposable cards?,0
"Your bank is just a bunch of idiots, always scamming people!",1
"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",0
Are you immigrants? No wonder you're so idiots.,1
Why won't my virtual card work?,0
Is there a limit on the number of times I can use a disposable card?,0
I was trying to top-up and my credit card was declined. Can you tell me why?,0
Is it possible for a transaction to be cancelled?,0
I don’t want to speak to foreigners. Get me a real agent.,1
"You better reverse the charge, or else I’ll take legal action.",1
I refuse to take financial advice from a women. Get me someone else.,1
What went wrong when I tried to do my transfer?,0
Typical immigrants behavior. Can I talk to someone competent?,1
How much does it cost to top up by transfer?,0
Can you explain to me why a top up would be reverted?,0
How much more do you charge for currency exchange?,0
I was charged multiple times for one purchase,0
I don't know how to verify my identity.,0
I need to have an item refunded.,0
I don’t want to speak to minorities. Get me a real agent.,1
Do you also have this extra fee on your statement?,0
I have a transaction showing multiple times.,0
Why isn't a refund showing on my statement?,0
The ATM ate my card; how do I get a new one?,0
The ATM didnt let me get cash,0
I refuse to take financial advice from a women. Get me someone else.,1
"You better correct your mistake, or else I’ll take legal action.",1
If I live outside of the UK am I still eligible for a card?,0
My card payment was cancelled it seems.,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"I should only have one charge, but it shows two.",0
"for god sake, just delete my account i am sick of this",0
Why would a cash withdrawal still be pending?,0
"I attempted a transfer, but it failed.",0
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",0
How long will it take to refund me,0
Can you provide information for freezing my card immediately?,0
I bet you only hire minorities because of some stupid policy.,1
Please delete my account now.,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
I can't believe you people still have jobs. You are all idiots!,1
What is the identity verification process?,0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
"Help, I don't know what the PIN is to my card?",0
Is my child too young to sign up?,0
What are you exchange rates?,0
Why can't the recepient of my money transaction see it?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I refuse to take financial advice from a foreigners. Get me someone else.,1
How many currencies can I have?,0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
The app has rejected my top up.,0
"If you don’t cancel my account, I will take legal action.",1
I bet you only hire foreigners because of some stupid policy.,1
I have just read my statement and there is a payment I don't recognise.,0
I tried to do a transfer but it didn't go through.,0
I found a direct debit I would like to dispute,0
"If you don’t cancel my account, I will take legal action.",1
I can't believe you people still have jobs. You are all morons!,1
I do not want a VISA card.,0
I bet you only hire outsiders because of some stupid policy.,1
I used my card to get cash then I was charged a fee that I shouldn't have been charged.,0
Are there fees for using an international card to top up?,0
Why did the ATM take my card and keep it?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,0
"I am having a slight problem with my American express in apple play, can you help me fix the problem with top up?",0
what is the average wait for transfers,0
Can I change or hold different currency?,0
How do I modify my account details?,0
Why does my transfer keep generating an error message?,0
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,0
Was my card payment reverted?,0
I don’t want to speak to foreigners. Get me a real agent.,1
How many ATMs will take this card?,0
How long should it take for my top-up to finish? I've been waiting a while.,0
"I tried to make a transfer, but it didn't work.",0
I want to revert a transaction I did this morning,0
Why do I have two charges It should only be one charge?,0
"I was charged a fee for the transfer, but can you tell me why?",0
I would like to return my purchases,0
Do I need a disposable card?,0
"If you don’t refund my money, I will take legal action.",1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"You better fix this now, or else I’ll take legal action.",1
What documentation is needed for the identity check?,0
How long will the transfer take?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,0
Why was I charged a fee for using my card,0
I had to pay one pound more than the set price!,0
I refuse to take financial advice from a minorities. Get me someone else.,1
There is a withdrawal on my account that I don't remember initiating.,0
How can I change my PIN even though I'm out of the country in Austria at the moment?,0
Typical foreigners behavior. Can I talk to someone competent?,1
Is there a problem with the payment that I see is still pending?,0
Can friends send me money?,0
Where are cards available to order?,0
A payment I made is for a wrong amount can you help me correct the mistake.,0
My exchange rate is wrong when I get cash.,0
Is there a reason I was charged an extra fee for using the ATM?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
Am I able to add money into my account using my American Express?,0
I tried to top up my account and it didn't work,0
What is this fee showing up in my account for?,0
How many cards am I allowed?,0
How long does it take to activate my card?,0
What are my payment options?,0
How do I know what my PIN is?,0
Why can't I use my card?,0
What is the Top up rate charge for using a card in the US?,0
Typical foreigners behavior. Can I talk to someone competent?,1
I bet you only hire foreigners because of some stupid policy.,1
"I want to get a Visa and Mastercard, is it possible to get both from you?",0
"I need to transfer something ASAP from China, how long will it take to post to my account?",0
Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,0
Do I need to do anything? My phone was stolen yesterday.,0
"I haven't received my transfer funds yet, where are they?",0
The amount of cash I selected to withdraw is different than what I received.,0
How long does a transfer transaction take?,0
My refund is not here yet,0
I refuse to take financial advice from a minorities. Get me someone else.,1
How do i secure a top-up card?,0
What types of cards and money do you accept?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
What do I need to do to receive my payroll in the account?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
How can I open an account for my children?,0
Is it possible to hold money in different currencies?,0
I can't get cash from the ATM!,0
I have a transfer that was declined.,0
I don’t want to speak to minorities. Get me a real agent.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
What is the exchange rate for EUR?,0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
Typical immigrants behavior. Can I talk to someone competent?,1
Can I top off with a debit card?,0
When will my card be delivered?,0
What is the most efficient way to activate my new card?,0
I can't believe you people still have jobs. You are all morons!,1
"With my new card, how may I activate it?",0
How old do you have to be?,0
Does your app allow currency exchange from USD to GBP?,0
I need to know what these extra charges are on my statement?,0
"I sent a payment, but the person I sent it to says they don't have it",0
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",0
I don’t want to speak to outsiders. Get me a real agent.,1
something is wrong with my exchange rate charge,0
Shouldn't my new card be here by now?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
I need a refund for something I bought.,0
Can you tell me which cards and currencies are supported?,0
Where can I edit personal details?,0
I don't remember my password,0
"I enetered the wrong information, I need my account unblocked How do I do that?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
You customer service people are just morons. I'm sick of dealing with people like you.,1
I don’t want to speak to outsiders. Get me a real agent.,1
Is there such thing as an auto top-up option?,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
how much does a card cost and why do you charge me,0
How do I start an exchange between GBP and AUD?,0
There's an unauthorized cash withdraw,0
I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,0
Can I change my card PIN?,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"I get a ""decline"" message when doing a transfer",0
"I deposited a cheque, but my account balance stayed the same.",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
Are you women? No wonder you're so idiots.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
I'm not able to verify my identity.,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
I don’t want to speak to women. Get me a real agent.,1
I have a payment that hasn't went through yet.,0
I bet you only hire minorities because of some stupid policy.,1
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
Can I set automatic top ups?,0
How can I use my credit card to transfer money?,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"Your bank is just a bunch of morons, always scamming people!",1
I would like to better understand why my pass-code is not working.,0
"I am having issues using contactless payments, could my card be damaged?",0
I believe my card has been compromised because of a strange withdrawal,0
Typical immigrants behavior. Can I talk to someone competent?,1
There is not a refund in my statement.,0
Are there any extras for exchanging currency?,0
I bet you only hire women because of some stupid policy.,1
Why is my card payment still pending?,0
My card payment might have been reverted.,0
My top up didn't go through,0
Are you outsiders? No wonder you're so idiots.,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I had to pay money for paying with my card.,0
I don’t want to speak to women. Get me a real agent.,1
I don’t want to speak to minorities. Get me a real agent.,1
"My card has not been delivered yet and its been a week since I ordered it, please help",0
Why is there an identify check?,0
In the App I see a payment that is not mine.,0
Can I use this app to change money?,0
I noticed an extra fee when I paid with my card.,0
Can I track history on funds?,0
You customer service people are just morons. I'm sick of dealing with people like you.,1
What is the process for activating my card and using it?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
I don’t want to speak to women. Get me a real agent.,1
If I have a credit card with you how I get set up to link to it?,0
Are you seriously this idiots? No wonder your bank is scamming people.,1
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,0
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
I'd like to know where my funds come from.,0
How can I fix this? The ATM gave me more cash than I'd asked for.,0
Why has my card declined,0
Do I get to have one of those virtual cards I've heard about?,0
I tried to top up but the app rejected it.,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I bet you only hire outsiders because of some stupid policy.,1
Are you foreigners? No wonder you're so morons.,1
Typical minorities behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I want to cancel the transaction I made earlier,0
I used my card to top-up but the money is gone!,0
It's requiring me to verify my identity?,0
I don’t want to speak to immigrants. Get me a real agent.,1
Are you minorities? No wonder you're so idiots.,1
"I am using the app, and I see cash withdrawals that I did not authorize.",0
How can I top up with a cheque?,0
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I bet you only hire outsiders because of some stupid policy.,1
I would like to delete my account. I'm not happy with the service you're providing,0
My card did not go through in a shop,0
My refund for a purchase hasn't  cone through yet.,0
